ADMINLVL	AGRIC	BUSH_FOOD	CCODE2K4	DCODE_2K4	DRY	FID	FOOD_SEC	HEALTH	HEA_FUNCT	HHLD	IDP	NAME_WS	NAME_WS_1	OID_	POP	P_CODE	P_CODE_1	QC_GEO_WS	RETURN_	SCHOOL	SCH_FUNCT	SIZE	TRAV_TIME	WET	X_COORD	Y_COORD	OBJECTID	geometry	country_code	sdr_id	sdr_name	sdr_level
02	" "	" "	36	3604	Y	271	" "	Y	Y	200.00	S	"Cestos City"	"Cestos City"	364	1000.00	LR1000182	LR1000182	1	S	Y	Y	" "	0.00	Y	-9.58	5.46	353	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.58278,5.4600000000001]}"""	LR	0		
06	" "	" "	21	2110	Y	272	" "	Y	N	100.00	A	Porluma	Porluma	150	500.00	LR0100449	LR0100449	2	S	Y	N	" "	0.00	Y	-10.11	8.43	190	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.11056,8.4330600000001]}"""	LR	7353	Porluma	ADM1
07	" "	" "	36	3604	Y	273	" "	Y	Y	15.00	A	Saryabli	Saryabli	373	75.00	LR1000187	LR1000187	1	S	Y	Y	" "	0.00	Y	-9.54	5.85	354	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.5433299999999,5.8455600000001]}"""	LR	73456	Saryabli	PPL
06	" "	" "	21	2110	Y	274	" "	Y	N	85.00	A	"Sadu Pasia"	"Sadu Pasia"	151	425.00	LR0100453	LR0100453	1	S	Y	Y	" "	0.00	Y	-10.18	8.42	191	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.17889,8.4241700000001]}"""	LR	73754	"Sadu Pasia"	PPL
07	" "	" "	36	3604	Y	275	" "	Y	Y	18.00	S	Timbo(2)	Timbo(2)	374	90.00	LR1000215	LR1000215	1	S	Y	Y	" "	0.00	Y	-9.72	5.56	355	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.7216299999999,5.56361]}"""	LR	0		
06	" "	" "	21	2118	Y	276	" "	Y	N	250.00	P	Sakomedu	Sakomedu	204	1250.00	LR0100457	LR0100457	2	S	Y	N	" "	0.00	Y	-9.67	8.46	192	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.67,8.4644400000001]}"""	LR	0		
02	" "	" "	21	2118	Y	277	" "	Y	N	3500.00	S	Voinjama	Voinjama	207	17500.00	LR9900002	LR9900002	1	S	Y	Y	" "	0.00	Y	-9.75	8.42	356	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.7526099999999,8.4224800000001]}"""	LR	7615	Voinjama	ADM1
05	" "	" "	21	2114	Y	278	" "	Y	N	1025.00	A	Salayea	Salayea	184	5125.00	LR0100459	LR0100459	1	S	Y	N	" "	0.00	Y	-9.50	7.62	193	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.4969399999999,7.6155600000001]}"""	LR	7392	Salaya	ADM1
07	" "	" "	24	2402	Y	279	" "	Y	Y	32.00	A	"Division 28 Camp 1"	"Division 28 Camp 1"	218	160.00	LR9900359	LR9900359	1	A	N	N	" "	0.00	Y	-10.32	6.43	357	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.3213,6.4309800000001]}"""	LR	0		
06	" "	" "	21	2110	Y	280	" "	Y	Y	62.00	A	Shelloe	Shelloe	152	310.00	LR0100473	LR0100473	3	S	Y	Y	" "	0.00	Y	-10.20	8.39	194	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.20028,8.38667]}"""	LR	7439	Shelloe	ADM1
06	" "	" "	21	2110	Y	281	" "	Y	N	95.00	A	Sodu	Sodu	153	475.00	LR0100480	LR0100480	1	S	Y	N	" "	0.00	Y	-10.27	8.41	195	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.27194,8.40722]}"""	LR	7459	Sodu	ADM1
07	" "	" "	24	2402	Y	282	" "	Y	Y	17.00	A	"Division 28 Camp 2"	"Division 28 Camp 2"	219	85.00	LR9900360	LR9900360	1	A	N	N	" "	0.00	Y	-10.31	6.44	358	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.30615,6.4361800000001]}"""	LR	0		
06	" "	" "	21	2110	Y	283	" "	Y	N	110.00	A	"Solomba ngeyan"	"Solomba ngeyan"	154	550.00	LR0100482	LR0100482	2	S	N	N	" "	0.00	Y	-10.16	8.50	196	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.16056,8.4977800000001]}"""	LR	0		
07	" "	" "	06	0614	Y	284	" "	Y	Y	8.00	U	Johnta	Johnta	39	40.00	LR9900545	LR9900545	1	A	Y	N	" "	0.00	Y	-9.68	6.71	359	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.6829099999999,6.71472]}"""	LR	75032	Johnta	PPL
05	" "	" "	21	2114	Y	285	" "	Y	N	575.00	A	Sucromu	Sucromu	185	2875.00	LR0100487	LR0100487	2	S	Y	N	" "	0.00	Y	-9.43	7.72	197	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.4344399999999,7.72389]}"""	LR	21227	Sucromu	ADM1
06	" "	" "	21	2112	Y	286	" "	Y	Y	68.00	A	Taninahun	Taninahun	177	340.00	LR0100492	LR0100492	1	S	Y	Y	" "	0.00	Y	-10.05	8.37	198	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.04722,8.3702800000001]}"""	LR	7497	Taninahun	ADM1
06	" "	" "	45	4504	N	287	" "	Y	N	54.00	S	Toikai	Toikai	439	270.00	LR0100505	LR0100505	2	S	Y	Y	" "	0.00	N	-9.85	7.67	199	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.8497199999999,7.6747200000001]}"""	LR	0		
07	" "	" "	06	0608	Y	288	" "	Y	Y	10.00	A	"Gatagairs Town"	"Gatagairs Town"	22	50.00	LR9900573	LR9900573	1	A	Y	Y	" "	0.00	Y	-9.20	6.81	360	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.1981299999999,6.80908]}"""	LR	0		
06	" "	" "	21	2118	Y	289	" "	Y	N	165.00	P	Tobogizizu	Tobogizizu	205	825.00	LR0100509	LR0100509	1	S	Y	N	" "	0.00	Y	-9.94	8.48	200	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.9427799999999,8.4769400000001]}"""	LR	7536	Tobogizizu	ADM1
05	" "	" "	21	2116	Y	290	" "	Y	Y	1003.00	P	Vahun	Vahun	189	5015.00	LR0100519	LR0100519	1	S	Y	Y	" "	0.00	Y	-10.50	8.06	201	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.50333,8.0638900000001]}"""	LR	5638	Vahun	ADM2
06	" "	" "	09	0906	Y	291	" "	Y	Y	150.00	A	"Compound No 2"	"Compound No 2"	52	750.00	LR9900618	LR9900618	1	S	Y	Y	" "	0.00	Y	-10.05	6.23	361	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.04872,6.2293300000001]}"""	LR	0		
06	" "	" "	21	2118	Y	292	" "	Y	Y	350.00	S	Velezala	Velezala	206	1750.00	LR0100525	LR0100525	1	S	Y	N	" "	0.00	Y	-9.90	8.37	202	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.9038899999999,8.3697200000001]}"""	LR	73149	Velezala	PPL
06	" "	" "	21	2110	Y	293	" "	Y	N	48.00	A	Warsonga	Warsonga	155	240.00	LR0100537	LR0100537	1	S	Y	N	" "	0.00	Y	-10.28	8.36	203	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.28109,8.36181]}"""	LR	72931	Warsonga	PPL
07	" "	" "	09	0912	Y	294	" "	Y	Y	15.00	A	"Benn Town"	"Benn Town"	67	75.00	LR9900620	LR9900620	2	P	Y	Y	" "	0.00	Y	-9.82	5.86	362	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.8227299999999,5.8578100000001]}"""	LR	0		
05	" "	" "	21	2120	Y	295	" "	Y	N	1500.00	P	Wuomai	Wuomai	214	7500.00	LR0100564	LR0100564	1	U	Y	N	" "	0.00	Y	-9.64	7.77	204	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.6355599999999,7.7694400000001]}"""	LR	7698	Wuomai	ADM1
06	" "	" "	21	2112	Y	296	" "	Y	Y	120.00	S	Yandohun	Yandohun	178	600.00	LR0100572	LR0100572	1	S	Y	Y	" "	0.00	Y	-10.36	8.11	205	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.35833,8.1058300000001]}"""	LR	72835	Yandohun	PPL
05	" "	" "	21	2120	Y	297	" "	Y	N	800.00	A	Yella	Yella	215	4000.00	LR0100578	LR0100578	2	S	Y	N	" "	0.00	Y	-9.40	7.83	206	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.4024999999999,7.82583]}"""	LR	7714	Yeala	ADM1
05	" "	" "	24	2408	Y	298	" "	Y	Y	718.00	S	"Unification Town (1)"	"Unification Town (1)"	240	3590.00	LR9900749	LR9900749	2	S	Y	Y	" "	0.00	Y	-10.37	6.25	363	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.36667,6.25]}"""	LR	0		
06	" "	" "	21	2110	Y	299	" "	Y	N	95.00	A	Yekpedu	Yekpedu	156	475.00	LR0100585	LR0100585	2	S	Y	N	" "	0.00	Y	-10.22	8.23	207	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.22278,8.23361]}"""	LR	0		
05	" "	" "	30	3008	Y	300	" "	Y	Y	700.00	S	"Morris Farm (1)"	"Morris Farm (1)"	305	3500.00	LR9900980	LR9900980	1	S	Y	Y	" "	0.00	Y	-10.38	6.55	364	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.38445,6.5464000000001]}"""	LR	0		
06	" "	" "	21	2118	Y	301	" "	Y	Y	70.00	S	Zinalomai	Zinalomai	208	350.00	LR0100597	LR0100597	1	S	Y	N	" "	0.00	Y	-9.83	8.33	208	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.8333299999999,8.33333]}"""	LR	72677	Zinalomai	PPL
04	" "	" "	21	2120	Y	302	" "	Y	N	2200.00	P	Zolowo	Zolowo	216	11000.00	LR0100598	LR0100598	1	S	Y	N	" "	0.00	Y	-9.55	7.66	209	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.5480599999999,7.65778]}"""	LR	72643	Zolowo	PPL
04	" "	" "	21	2120	Y	303	" "	Y	Y	2775.00	A	Zorzor	Zorzor	217	13875.00	LR0100600	LR0100600	1	U	Y	Y	" "	0.00	Y	-9.43	7.78	210	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.4327799999999,7.7777800000001]}"""	LR	5650	Zorzor	ADM2
06	A	" "	12	1202	Y	304	" "	Y	Y	40.00	A	Jundu	Jundu	75	200.00	LR9901166	LR9901166	1	P	Y	Y	" "	0.00	Y	-11.14	6.71	365	"""{\""type\"":\""Point\"",\""coordinates\"":[-11.13583,6.7075100000001]}"""	LR	6839	Jundu	ADM1
06	" "	" "	45	4502	Y	305	" "	Y	N	250.00	P	Zuie	Zuie	435	1250.00	LR0100603	LR0100603	1	P	Y	Y	" "	0.00	Y	-10.46	7.66	211	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.46278,7.6619400000001]}"""	LR	5747	Zuie	ADM3
07	" "	" "	45	4508	Y	306	" "	Y	Y	18.00	A	"Bamba Town"	"Bamba Town"	444	90.00	LR0200007	LR0200007	2	P	Y	Y	" "	0.00	Y	-10.52	6.98	212	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.52333,6.9813900000001]}"""	LR	0		
06	" "	" "	06	0614	Y	307	" "	Y	Y	65.00	S	Fenutoli	Fenutoli	37	325.00	LR9901382	LR9901382	3	P	Y	Y	" "	0.00	Y	-9.69	6.69	366	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.6888299999999,6.6851700000001]}"""	LR	6398	Fenutoli	ADM1
02	" "	" "	45	4508	Y	308	" "	Y	Y	303.00	A	Bopolu	Bopolu	445	1515.00	LR0200033	LR0200033	1	P	Y	Y	" "	0.00	Y	-10.49	7.07	213	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.4875,7.06667]}"""	LR	6073	Bopolu	ADM1
06	" "	" "	45	4506	N	309	" "	Y	Y	161.00	P	Gbarngay	Gbarngay	440	805.00	LR0200048	LR0200048	2	S	Y	Y	" "	0.00	N	-10.31	7.19	214	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.30833,7.1855600000001]}"""	LR	0		
